,street,latitude,longitude,plz
0,Allschwilerstrasse 13A,47.5552931,7.5741486,4054
1,Wanderstrasse 7,47.5526983,7.570276000000001,4054
2,"Bruderholzallee 172, 172A",47.5325502,7.5954357,4059
3,St. Johanns-Vorstadt 7,47.562592,7.5849299,4056
4,Farnsburgerstrasse 34,47.5551059,7.613420400000001,4052
5,St. Galler-Ring 198,47.5515051,7.567629399999999,4054
6,Thiersteinerallee,47.541435,7.597721600000001,4053
7,Florastrasse 34,47.5643898,7.5890467,4057
8,Theaterstrasse 20,47.5527615,7.5895882,4051
9,"Burgfelderstrasse 205, 211",47.56693300000001,7.5633718,4055
10,Hegenheimerstrasse 71,47.5607294,7.570588099999999,4055
11,Bruderholzstrasse,47.5427031,7.594012299999999,4053
12,Leimgrubenweg 13,47.5366069,7.607325499999999,4053
13,Dornacherstrasse 323,47.539365,7.6022654,4053
14,"Erasmusplatz 10, 11",47.5658059,7.5894568,4057
15,Kandererstrasse 12,47.5654724,7.590067100000001,4057
16,Hammerstrasse 61,47.5623517,7.5967551,4058
17,"Grienstrasse 98, 100",47.5604629,7.565258000000001,4055
18,Schertlingasse 22,47.551806,7.5852457,4051
19,Starenstrasse 30,47.5389255,7.587986299999999,4059
20,In den Ziegelhöfen 137,47.545102,7.558833899999999,4054
21,Drahtzugstrasse 65,47.564122,7.597836699999999,4057
22,Güterstrasse 136,47.5447701,7.5890255,4053
23,Bartenheimerstrasse 8,47.5604504,7.5707203,4055
24,Giornicostrasse 222,47.5269115,7.5935297,4059
25,Schönaustrasse 87,47.5689514,7.604402599999999,4058
26,St. Galler-Ring 144,47.553934,7.567090599999999,4054
27,Burgfelderstrasse 1,47.5618862,7.5735541,4055
28,Sulzerstrasse 10,47.5545115,7.5720953,4054
29,Davidsbodenstrasse 29,47.5656778,7.5767395,4056
30,Lenzgasse 24,47.5684629,7.5714976,4056
31,Wanderstrasse 67,47.5521676,7.565322699999999,4054
32,Bannwartweg 30,47.5595077,7.601700300000001,4058
33,Im Wasenboden 17,47.5697948,7.570809799999999,4056
34,Wasensträsschen 8,47.5707072,7.5697453,4056
35,Breisacherstrasse 95,47.56833779999999,7.588500199999999,4057
36,Markircherstrasse 8,47.5666099,7.5636262,4055
37,In den Schorenmatten 24,47.5706321,7.6094414,4058
38,Tellstrasse 26,47.5429444,7.5958476,4053
39,Heinrichsgasse 14,47.5565677,7.576251,4055
40,Drosselstrasse 33,47.5378368,7.588394999999999,4059
41,Münchensteinerstrasse 268,47.53727929999999,7.6079832,4053
42,"Bordeaux-Strasse 5, 7",47.5371348,7.6056981,4053
43,Spitalstrasse,47.5636318,7.5824879,
45,St. Alban-Ring 226,47.5476682,7.6083788,4052
46,Gotthardstrasse 80,47.5495499,7.562616599999999,4054
47,Glaserbergstrasse 50,47.566371,7.568276600000001,4056
48,Gundeldingerstrasse 470,47.53737109999999,7.6017771,4053
49,Wollbacherstrasse 25,47.5670318,7.6191869,4058
50,Scheltenstrasse 5,47.53407130000001,7.593019300000001,4059
51,Müllheimerstrasse 136,47.56876099999999,7.5924286,4057
52,"Peter Ochs-Strasse 35, 35 A",47.5305438,7.5944698,4059
53,Claragraben 137,47.5649209,7.5922581,4057
54,Oetlingerstrasse 39,47.567623,7.5892094,4057
55,Schweizergasse 28,47.5498808,7.577738999999999,4054
56,Leuengasse 37,47.5664185,7.5886878,4057
57,"Birmannsgasse 12, 12A, 12B",47.5581573,7.578208200000001,4055
58,In den Ziegelhöfen 128,47.545318,7.558688199999999,4054
59,Zürcherstrasse 127,47.5551989,7.612456,4052
60,Delsbergerallee 53,47.53976429999999,7.599743099999999,4053
61,Blauenstrasse 2,47.5559231,7.5737516,4054
62,Bläsiring 96,47.5684744,7.5915241,4057
63,Bläsiring 104,47.5684559,7.5919094,4057
64,Efringerstrasse 18,47.56816790000001,7.5966175,4057
65,Steinengraben 81,47.5522196,7.587013799999999,4051
66,Höhenweg 6,47.5471603,7.5836656,4053
67,Biascastrasse 34,47.5272833,7.591260200000001,4059
68,Hochstrasse 66,47.5442726,7.595556499999999,4053
69,Thannerstrasse 31,47.5542685,7.5735348,4054
70,Schützenmattstrasse 48,47.5550135,7.579476700000001,4051
71,Fatiostrasse 33,47.566811,7.5795055,4056
72,"Dornacherstrasse 393, 395",47.5381988,7.606485299999999,4053
73,Arabienstrasse 17,47.5322861,7.5895082,4059
74,Hirzbrunnenschanze 42,47.5667081,7.6162803,4058
75,Nägeliweg 4,47.5953678,7.646490099999999,4125
76,Eulerstrasse 20,47.5549423,7.5815524,4051
77,Spalenring 120,47.5561283,7.575187,4055
78,St. Alban-Ring 145,47.55071179999999,7.6108155,4052
79,Hegenheimerstrasse 242,47.56500279999999,7.561071099999999,4055
80,Bartenheimerstrasse 25,47.5597044,7.570306599999999,4055
81,Nonnenweg 19,47.55720590000001,7.5765582,4055
82,"Prattelerstrasse 21, 23",47.5456441,7.6136817,4052
83,Klybeckstrasse 250,47.57635699999999,7.588303700000001,4057
84,Missionsstrasse 26,47.559808,7.578170600000001,4055
85,Hardstrasse 103,47.5493952,7.607105000000001,4052
86,Unterer Rheinweg 102,47.56694239999999,7.5869351,4057
87,Steinentorstrasse 18,47.5519715,7.588953999999999,4051
88,Bruderholzrain 43,47.537381,7.5930023,4059
89,Pfeffingerstrasse 105,47.54150360000001,7.589508299999999,4053
90,Auf dem Wolf 28,47.540524,7.615378199999999,4052
91,Solothurnerstrasse 4,47.5457025,7.5913659,4053
92,Neuweilerstrasse 107,47.5458413,7.557029000000001,4054
93,Haltingerstrasse 68,47.565959,7.59499,4057
94,Spalenring 138,47.5552017,7.575370599999999,4055
95,Rudolfstrasse 16,47.5550857,7.574803899999999,4054
96,Steingrubenweg 59,47.5889901,7.6589988,4125
97,Theodorsgraben 42,47.5589489,7.599096800000001,4058
98,Schlachthofstrasse 18,47.5771293,7.569270699999999,4056
99,Bärenfelserstrasse 34,47.5676967,7.5878797,4057
100,Jungstrasse 12,47.5677542,7.579668700000001,4056
101,Lothringerstrasse 119,47.5703203,7.5752897,4056
102,Steinenvorstadt 62,47.551845,7.587485399999999,4051
103,Kleinhüningerstrasse 149,47.5788541,7.590264400000001,4057
104,Kleinhüningerstrasse 157,47.57915060000001,7.590380799999998,4057
105,Gundeldingerstrasse 501,47.5371957,7.603547,4053
106,Kannenfeldstrasse 9,47.5650737,7.573614000000001,4056
107,Paradieshofstrasse 155,47.5466487,7.558983400000001,4054
108,Neuweilerstrasse 10,47.5468236,7.5637261,4054
109,Maulbeerstrasse 47,47.5675608,7.602019599999999,4058
110,Reinacherstrasse 116,47.5372582,7.6038792,4053
111,Bachofenstrasse 6,47.5394772,7.590966399999999,4053
112,Wielandplatz 4,47.5531648,7.5713533,4054
113,Riehenstrasse 328,47.57010229999999,7.6168318,4058
114,Claragraben 150,47.5654961,7.5922277,4057
115,Utengasse 50,47.5593335,7.5939825,4058
116,Gundeldingerstrasse 457,47.537521,7.602485499999999,4053
117,Bruderholzallee 156,47.5321996,7.593797399999999,4059
118,Heinrichsgasse 18,47.55649469999999,7.576058499999999,4055
119,Spalenring 136,47.5552917,7.575357499999999,4055
120,Davidsbodenstrasse 59,47.5667205,7.5753663,4056
121,Tüllingerstrasse 62,47.56790609999999,7.617967299999998,4058
122,Auf der Alp 15,47.5257894,7.591785300000001,4059
123,Beim Buremichelskopf 15,47.5327967,7.586313700000001,4059
124,Klybeckstrasse 82,47.5667212,7.591054,4057
125,Aeneas Silvius-Strasse 30,47.5309505,7.5929704,4059
126,Aeneas Silvius-Strasse 28,47.5310896,7.5929647,4059
127,St. Johanns-Vorstadt 69,47.5652567,7.5828776,4056
128,Herrengrabenweg 5,47.5559872,7.572741999999999,4054
129,Hegenheimerstrasse 31,47.5602678,7.5731514,4055
130,Müllheimerstrasse 50,47.5660057,7.593162,4057
131,Westquaistrasse 75,47.5876876,7.589412200000001,4057
132,Riehenring 19,47.5616716,7.6007658,4058
133,Riehenring 21,47.5617438,7.6006465,4058
134,Maulbeerstrasse 19,47.567063,7.600307399999999,4058
135,Lenzgasse 22,47.5683999,7.571537299999999,4056
136,Solothurnerstrasse 78,47.5424194,7.588638400000001,4053
137,Bergalingerstrasse 29,47.5605347,7.610256,4058
138,Erlenstrasse 34,47.5683173,7.6004001,4058
139,Friedrichstrasse 25,47.5569113,7.5747372,4055
140,Näfelserstrasse 39,47.5577408,7.565472100000001,4055
141,Lerchenstrasse 39,47.5387965,7.590403200000001,4059
142,"Sägergässlein 2, 4",47.5612801,7.590972,4058
143,"Lothringerstrasse 98, 98A",47.5696282,7.576336599999999,4056
144,"St. Alban-Vorstadt 82, 82A",47.5538927,7.599844399999999,4052
145,Reiterstrasse 7,47.5490428,7.5658169,4054
146,St. Alban-Vorstadt 82,47.5538927,7.599844399999999,4052
147,Allschwilerplatz 1,47.5573005,7.5714256,4055
148,Steinenvorstadt,47.5525891,7.5883964,4051
149,Hauensteinstrasse 92,47.5342056,7.5934712,4059
150,Austrasse 109,47.5553445,7.5763541,4051
151,Hirzbrunnenallee 26,47.566727,7.612634600000001,4058
152,Rümmingerstrasse 42,47.5650452,7.620811300000001,4058
153,Riehenstrasse 157,47.5652824,7.6060346,4058
154,Wanderstrasse 10,47.552969,7.5695327,4054
155,Passwangstrasse 62,47.5344939,7.5931002,4059
156,Adlerstrasse 18,47.5473319,7.6096224,4052
157,Elsässerstrasse 24,47.5689351,7.579862499999999,4056
158,Schützenmattstrasse 12,47.5571104,7.582186999999998,4051
159,Hirzbrunnenschanze 56,47.5662992,7.6164011,4058
160,Wettsteinallee 73,47.5613264,7.6032495,4058
161,Thumringerstrasse 5,47.5676013,7.6172752,4058
162,Im Holeeletten 15,47.5468113,7.566794499999999,4054
163,Näfelserstrasse 45,47.5575425,7.565305599999999,4055
164,Feierabendstrasse 73,47.5536506,7.5789404,4051
165,Sustenstrasse 29,47.5450465,7.560294900000001,4054
166,Birsfelderstrasse 35,47.5557401,7.616278899999999,4052
167,Bruderholzstrasse 114,47.5407707,7.591839599999999,4053
168,Lothringerstrasse 107,47.5699082,7.575633799999999,4056
169,"Hagenaustrasse 40, 40A",47.5731064,7.569077,4056
170,Dammerkirchstrasse 4,47.5681721,7.568352600000001,4056
171,"Voltastrasse 27, 29, 31",47.5704924,7.581762100000001,4056
172,Kaysersbergerstrasse 65,47.5652784,7.561209600000001,4055
173,Hegenheimerstrasse 160,47.563326,7.5659076,4055
174,Nidwaldnerstrasse 50,47.55893770000001,7.563651699999999,4055
175,Steinenvorstadt 14,47.5534607,7.588730900000001,4051
176,Solothurnerstrasse 18,47.5453755,7.590842599999999,4053
177,Oppenheim-Strasse 80,47.5455063,7.5900636,4053
178,Steinenbachgässlein 4,47.5533844,7.5885538,4051
179,Margarethenstrasse 40,47.54663550000001,7.583712899999999,4053
180,Jakobsbergerstrasse 79,47.53292,7.601989999999999,
181,Reservoirstrasse,47.5291208,7.5951483,4059
182,Zur Gempenfluh,47.5294695,7.6015203,4059
183,Reservoirstrasse 200,47.5277158,7.594160800000001,4059
184,Jakobsbergerholzweg 121,47.5326239,7.5992036,4059
185,"Jakobsbergerstrasse 105,",47.53292,7.601989999999999,
186,Dornacherstrasse 339,47.5389067,7.6032737,4053
187,Hauensteinstrasse 116,47.53419299999999,7.594778,4059
188,Bruderholzallee 55,47.5339132,7.587433299999999,4059
189,Forellenweg,47.5511411,7.621706,4052
190,St. Alban-Vorstadt 81,47.5539341,7.6001872,4052
191,"Sissacherstrasse 10, 12",47.4653663,7.8495674,4460
192,Zürcherstrasse 180,47.5554999,7.6147285,4052
193,Grellingerstrasse 50,47.5494046,7.6061839,4052
194,Zürcherstrasse 70,47.5549675,7.6121962,4052
195,Hagenbachstrasse 28,47.5473227,7.6013276,4052
196,"Freiburgerstrasse 26, 36",47.5768389,7.603159000000001,4057
197,Riehenstrasse,47.566301,7.609150399999999,4058
198,"Riehenstrasse 351, 375",47.56936080000001,7.6148168,4058
199,Lange Erlen,47.574329,7.608353999999999,4058
200,Allmendstrasse,47.5658989,7.6214828,4058
201,Allmendstrasse 146,47.5648756,7.622541999999999,4058
202,"Schleifenbergstrasse 12,",47.5618011,7.6052857,4058
203,"Grenzacherstrasse 511,",47.562744,7.6314769,4058
204,"Dolderweg 3, 5,",47.5609152,7.594833,4058
205,Neuhausstrasse  31,47.5836589,7.5958877,4057
206,"Mülhauserstrasse 111, 113, 115",47.56684689999999,7.5768356,4056
207,Farnsburgerstrasse 51,47.55464629999999,7.6140433,4052
208,Holeestrasse 49,47.5447097,7.572209000000001,4054
209,Delsbergerallee 6,47.5422453,7.6006272,4053
210,Göschenenstrasse 44,47.5472763,7.560911000000001,4054
211,Clarahofweg 23,47.562144,7.597365699999999,4058
212,Austrasse 25,47.5527096,7.5835611,4051
213,Furkastrasse 55,47.5482911,7.561496500000001,4054
214,Rümmingerstrasse 15,47.5658065,7.6205647,4058
215,"Schönaustrasse 56, 58, 60",47.5683091,7.603243999999999,4058
216,Im Heimatland 6,47.5646458,7.615072800000001,4058
217,St. Alban-Rheinweg 118,47.554966,7.6045585,4052
218,Knöringerstrasse 4,47.5634583,7.567206499999998,4055
219,Oberalpstrasse 46,47.549746,7.564330699999999,4054
220,"General Guisan-Strasse,",47.549815,7.565890699999999,4054
221,Baldeggerstrasse 54,47.5527999,7.615830700000001,4052
222,Palmenstrasse 5,47.5569116,7.574445,4055
223,Hauensteinstrasse 120,47.5339247,7.595010899999999,4059
224,Theodorsgraben 36,47.5587153,7.5988968,4058
225,Beim goldenen Löwe,47.5537694,7.5966288,4052
226,Steinentorstrasse 8,47.5523155,7.5893124,4051
227,Sevogelstrasse 64,47.5499503,7.6025635,4052
228,Im Heimatland 4,47.5646818,7.6150331,4058
229,Pfeffingerstrasse 62,47.5432932,7.590575399999999,4053
230,Pfirtergasse 27,47.54890229999999,7.5785559,4054
231,"Mathilde Paravincini-Strasse 5, 7, 9, 11",47.5485812,7.603993999999999,4052
232,Oberer Batterieweg 29,47.5323064,7.5877553,4059
233,"Delsbergerallee 19,",47.5414626,7.600823999999999,4053
234,Pfirtergasse 28,47.5490017,7.5781975,4054
235,Im langen Loh 59,47.5546128,7.563159700000001,4054
236,Weisse Gasse 14,47.5556969,7.5895611,4001
237,"Falknerstrasse 29,",47.5556671,7.589432,4001
238,Lothringerstrasse 113,47.5701268,7.575490200000001,4056
239,Rheingasse 66,47.559128,7.5931418,4058
240,Fürstensteinerstrasse 14,47.5381762,7.597123300000001,4053
241,Nufenenstrasse 12,47.5495671,7.563333999999999,4054
242,Hirzbrunnenallee 27,47.5675265,7.6132352,4058
243,Peter Ochs-Strasse 40,47.5306899,7.594012299999999,4059
244,Hochwaldstrasse 11,47.53023229999999,7.6022604,4059
245,Offenburgerstrasse 49,47.5693856,7.589307399999999,4057
246,Paradieshofstrasse 128,47.5474404,7.5587727,4054
247,Elsässerstrasse 129,47.5725949,7.575959999999999,4056
248,Offenburgerstrasse 32,47.56909900000001,7.588389599999999,4057
249,"Riehenring 12, 14",47.5615411,7.602242800000001,4058
250,Marktgasse 8,47.5594827,7.5871276,4051
251,Florastrasse 17,47.5644457,7.5902958,4057
252,Vogesenstrasse 102,47.5682824,7.576137399999999,4056
253,Sustenstrasse 9,47.5456944,7.559937700000001,4054
254,Sommergasse 42,47.56426870000001,7.5742378,4056
255,St. Alban-Vorstadt 82A,47.5536124,7.599535700000001,4052
256,Wanderstrasse 2,47.5530043,7.570130699999999,4054
257,Brombacherstrasse 4,47.5704298,7.595410199999999,4057
258,Hirzbrunnenschanze 10,47.5670283,7.615625499999999,4058
259,Gerbergasse 63,47.5554999,7.588882900000001,4001
260,Blumenrain 24,47.561147,7.586853899999999,4051
261,Friedrichstrasse 22,47.5565964,7.574856,4055
262,Bläsiring 103,47.5687411,7.592584099999999,4057
263,Wasgenring 137,47.5591708,7.564910899999998,4055
264,Schaffhauserrheinweg 83,47.5573785,7.6029982,4058
265,General Guisan-Str. 104,47.5498856,7.5652081,4054
266,Hebelstrasse 131,47.5641223,7.576376700000001,4056
267,Erstfeldstrasse 68,47.5480139,7.560819700000001,4054
268,"Giornicostrasse 102,",47.5280539,7.6000264,4059
269,Lerchenstrasse 91,47.5368822,7.589361799999999,4059
270,Birsigstrasse 109,47.550216,7.578081199999999,4054
271,Gundeldingerrain 111,47.5345764,7.5919052,4059
272,Unterer Heuberg 10,47.556276,7.5869341,4051
273,Hammerstrasse 73,47.5632337,7.596266099999998,4057
274,Weiherhofstrasse 188,47.5462815,7.557508200000001,4054
275,Laupenring 141,47.5480522,7.5669835,4054
276,Kleinhüningerstrasse 87,47.5768147,7.589115700000001,4057
277,Sierenzerstrasse 19,47.56020059999999,7.569978999999999,4055
278,"Lyon-Strasse 37, 41",47.5335401,7.606470600000001,4053
279,Allmendstrasse 10,47.5697151,7.617122800000001,4058
280,Pfeffelstrasse 22,47.55930069999999,7.571321999999999,4055
281,Gundeldingerstrasse 91,47.5433082,7.5838494,4053
282,Gotthelfstrasse 22,47.5529963,7.569200700000001,4054
283,Bruderholzallee 66,47.5330247,7.588686999999999,4059
284,Flughafenstrasse 51,47.5680869,7.5699684,4056
285,Feldbergstrasse 128,47.5670939,7.596379599999999,4057
286,Wettsteinallee 89,47.5611824,7.604569099999999,4058
287,Peter Rot-Strasse 84,47.56145069999999,7.604379299999999,4058
288,Palmenstrasse 22,47.5565313,7.5735086,4055
289,Klybeckstrasse 7,47.5648981,7.5912056,4057
290,Nufenenstrasse 54,47.5508177,7.5629649,4054
291,Rennweg 55,47.55068,7.6080124,4052
292,Steinbühlallee 153,47.5479618,7.5574014,4054
293,Erstfeldstrasse 61,47.5478067,7.5611513,4054
294,Rütimeyerstrasse 62,47.5482039,7.575923899999999,4054
295,Birkenstrasse 24,47.5572706,7.573358399999999,4055
296,Realpstrasse 61,47.5479362,7.566146300000001,4054
297,"Auberg 13, 15",47.55231130000001,7.584637,4051
298,Gotthelfstrasse 84,47.5558926,7.568915499999999,4054
299,Riehentorstrasse 33,47.55997790000001,7.5963362,4058
300,Gundeldingerstrasse 445,47.5378012,7.601490300000001,4053
301,Pfirtergasse 9,47.549612,7.5792486,4054
302,Breisacherstrasse 59,47.5667422,7.5887153,4057
303,Markircherstrasse 25,47.56551349999999,7.5629193,4055
304,Wettsteinallee 40,47.5601785,7.600867600000001,4058
305,Südquaistrasse 9,47.5865664,7.5933625,4057
306,Rüdengasse 1,47.5567497,7.589138899999999,4001
307,Marschalkenstrasse 36,47.5497987,7.5735103,4054
308,Pfeffingerstrasse 94,47.5419318,7.589434700000001,4053
309,"Friedrichstrasse 20,",47.5565335,7.574789399999999,4055
310,Knöringerstrasse 3,47.563278,7.5675515,4055
311,Weiherhofstrasse 172,47.5466592,7.557602,4054
312,Lyon-Strasse 26,47.5345469,7.606792500000001,4053
313,Frankfurt-Strasse 8,47.5351728,7.607246699999999,4053
314,"Rittergasse 22, 22A, 24",47.5547827,7.5939959,4051
315,Wasgenring 119,47.5597464,7.5648325,4055
316,Steinbühlallee 37,47.55119999999999,7.5586084,4054
317,Gotthelfstrasse 106,47.5571513,7.56873,4054
318,Augustinergasse 15,47.5575477,7.5909879,4051
319,"Hiltalingerstrasse 5, 5A, 7",47.58538009999999,7.5933405,4057
320,Weiherhofstrasse 152,47.5472616,7.557762699999999,4054
321,Amerbachstrasse 21,47.5694183,7.591832500000001,4057
322,Rufacherstrasse 30,47.55839880000001,7.571658599999998,4055
323,Grellingerstrasse 62,47.5492223,7.605695599999999,4052
324,Kannenfeldstrasse 40,47.5637027,7.573758,4056
325,Peter Rot-Strasse 98,47.5620444,7.604314699999999,4058
326,Alemannengasse 15,47.5580851,7.5993732,4058
327,"Römergasse 19, 21",47.5583822,7.5991216,4058
328,Theodorsgraben 32,47.5585535,7.598803299999999,4058
329,Sommergasse 37,47.5639901,7.5740776,4056
330,Rotbergerstrasse 15,47.5487236,7.577625599999999,4054
331,Bärschwilerstrasse 24,47.5415784,7.5950333,4053
332,Im Margarethenletten 5,47.5465862,7.582442,4053
333,Rennweg 74,47.5500754,7.609392100000001,4052
334,Birsstrasse 114,47.5509658,7.621532500000001,4052
335,Binzenstrasse 13,47.5672045,7.6179649,4058
336,Socinstrasse 16,47.55756299999999,7.578844399999999,4051
337,Blotzheimerstrasse 11,47.5613111,7.567782999999999,4055
338,Lehenmattstrasse 329,47.544869,7.6207075,4052
339,Wasgenring 167,47.5580205,7.565060600000001,4055
340,Reiterstrasse 46,47.547488,7.564830199999999,4054
341,Wasserstrasse 15,47.5698291,7.579939700000001,4056
342,Augustinergasse 19,47.5574216,7.591133699999999,4051
343,Neubadstrasse 135,47.5470998,7.5661709,4054
344,Feldbergstrasse 56,47.56619509999999,7.591358899999999,4057
345,Strassburgerallee 108,47.561038,7.5680909,4055
346,Haltingerstrasse 9,47.565524,7.591887700000001,4057
347,Pruntruterstrasse 5,47.5461001,7.5810301,4053
348,Auf der Alp 9,47.5259595,7.5917524,4059
349,Barfüsserplatz 12,47.5545321,7.5886795,4051
350,Birsigstrasse 95,47.5499811,7.5790368,4054
351,Bergalingerstrasse 3,47.5597059,7.610618700000001,4058
352,Passwangstrasse 4,47.5371009,7.5939843,4059
353,Margarethenstrasse 87,47.5446164,7.5825562,4053
354,Eichenstrasse 55,47.5543449,7.569642399999999,4054
355,Haltingerstrasse 24,47.5656476,7.593589,4057
356,"Karpfenweg 15, 17",47.5507715,7.6193008,4052
357,"Allschwilerstrasse 31, 33",47.5559028,7.5733284,4055
358,St. Alban-Rheinweg 96,47.5549495,7.603469,4052
359,St.  Alban- Rheinweg 94,47.5549252,7.603139299999999,4052
360,St. Alban-Rheinweg 94,47.5549252,7.603139299999999,4052
361,Göschenenstrasse 67,47.5469887,7.560750899999999,4054
362,Güterstrasse 138,47.5447321,7.5891816,4053
363,"St. Alban-Rheinweg 94, 96",47.5549252,7.603139299999999,4052
364,Reussstrasse 91,47.5498944,7.559987099999999,4054
365,"Grellingerstrasse 79, 81, 83, 85",47.5483182,7.605507500000001,4052
366,"Güterstrasse 199, 201, 203, 205",47.5433613,7.5934446,4053
367,Andreas Heusler-Strasse 16,47.5474855,7.6029146,4052
368,Göschenenstrasse 75,47.5469302,7.5603497,4054
369,Voltastrasse 75,47.5706418,7.577151,4056
370,Voltastrasse 79,47.57066020000001,7.5768587,4056
371,"Voltastrasse 81,",47.5706693,7.5767126,4056
372,Voltastrasse 83,47.5706785,7.5765664,4056
373,Güterstrasse 229,47.5424763,7.596178200000001,4053
374,Landskronstrasse 46,47.5683099,7.5763094,4056
375,Schöllenenstrasse 21,47.5510227,7.5646924,4054
376,Lachenstrasse 9,47.56816810000001,7.569155299999999,4056
377,Wasgenring 99,47.56067290000001,7.5647018,4055
378,Wasgenring 47,47.5623608,7.564282399999999,4055
379,Alemannengasse 67A,47.558017,7.60304,4058
380,Auf dem Wolf 17,47.54083199999999,7.6139448,4052
381,"Pilgerstrasse 2, 4, 6",47.5597807,7.5773738,4055
382,Seltisbergerstrasse 27,47.5288182,7.6002014,4059
383,Byfangweg 33,47.55155329999999,7.581898,4051
384,Rufacherstrasse 20,47.558156,7.572290400000001,4055
385,Gartenstrasse 103,47.5479912,7.5932778,4052
386,Murbacherstrasse 44,47.56902669999999,7.576268900000001,4056
387,Thiersteinerrain 132,47.5357057,7.594909899999999,4059
388,Marignanostrasse 92,47.5325448,7.584104000000001,4059
389,Thiersteinerrain 154,47.5350612,7.5944137,4059
390,Seltisbergerstrasse 84,47.5275646,7.5961077,4059
391,Hegenheimerstrasse 119,47.5619832,7.567269400000001,4055
392,Im langen Loh 245,47.5480355,7.560239900000001,4054
393,Wielandplatz 2,47.5532516,7.571818,4054
394,Im Heimatland 12,47.5645377,7.6151787,4058
395,Rümmingerstrasse 30,47.5653389,7.62051,4058
396,Hegenheimerstrasse 137,47.5624152,7.5669678,4055
397,Haltingerstrasse 23,47.565828,7.593217399999999,4057
398,Grellingerstrasse 25,47.5503666,7.6070151,4052
399,Arbedostrasse 8,47.5307885,7.586091199999998,4059
400,Leonhardsgraben 2,47.5569004,7.583785000000001,4051
401,Hammerstrasse 135,47.5675076,7.5948834,4057
402,Bartenheimerstrasse 38,47.5596061,7.5697217,4055
403,Steinbühlallee 177,47.5473611,7.5571917,4054
404,Nufenenstrasse 50,47.5507007,7.5630178,4054
405,Solothurnerstrasse 70,47.542705,7.588903299999999,4053
406,Schaffhauserrheinweg 95,47.5574494,7.6037291,4058
407,"St. Galler-Ring 80, 82, 84",47.55673150000001,7.566738600000001,4055
408,"Neuweilerstrasse 87, 89, 91, 93",47.5459296,7.558596599999999,4054
409,"Amerbachstrasse 39, 41",47.5694271,7.593022099999999,4057
410,Greifengasse 11,47.5612259,7.591805399999999,4058
411,Solothurnerstrasse 81,47.5422569,7.589009499999999,4053
412,Lenzgasse 4A,47.5677252,7.5717349,4056
413,Grienstrasse 117,47.5599879,7.5656743,4055
414,Jurastrasse 57,47.541366,7.591063699999999,4053
416,"Aeschenplatz 7, 9",47.5517755,7.5955602,4052
417,Schwarzwaldallee 41,47.5604786,7.6110995,4058
418,Mostackerstrasse 7,47.5554687,7.5820608,4051
419,Bäumlihofstrasse 51,47.5635865,7.6137405,4058
420,"Eichhornstrasse 25, 27",47.535267,7.6004533,4059
421,Picassoplatz 4,47.5533602,7.5954164,4052
422,"Güterstrasse 244, 248",47.5419322,7.5970984,4053
423,Rudolfstrasse 21,47.55494119999999,7.575144099999999,4054
424,Gerbergasse 54,47.5557251,7.5885913,4001
425,Gasstrasse 56,47.5694301,7.575127900000001,4056
426,Matthäusstrasse 8,47.5668557,7.591399900000001,4057
427,Feierabendstrasse 15,47.5517215,7.582148799999999,4051
428,Hagentalerstrasse 14,47.5615311,7.572171200000001,4055
429,Rheinländerstrasse 16,47.5635991,7.577717399999999,4056
430,Neuhausstrasse 1,47.5827726,7.5928677,4057
431,Kleinhüningeranlage 21,47.58315839999999,7.5934936,4057
432,Peter Rot-Strasse 115,47.5627738,7.603652599999999,4058
433,Blochmonterstrasse 7,47.54700889999999,7.5749379,4054
434,Dreirosenstrasse,47.5704776,7.587229199999999,4057
435,Spalenvorstadt 29,47.5574671,7.5821006,4051
436,"Güterstrasse 91, 93",47.5463212,7.5858152,4053
437,Grenzacherstrasse 94,47.5586225,7.603518399999999,4058
438,Largitzenstrasse 86,47.56599139999999,7.5666267,4056
439,Mittlere Strasse 150,47.56486169999999,7.5747575,4056
440,Palmenstrasse 28,47.5562925,7.573234399999999,4055
441,Erstfeldstrasse 52,47.5482193,7.562201699999999,4054
442,Hasenmattstrasse 6,47.5335015,7.5914259,4059
443,Mörsbergerstrasse 42,47.5675632,7.593647700000001,4057
444,Rufacherstrasse 58,47.5593654,7.5694744,4055
445,St. Alban-Vorstadt 60,47.554174,7.598484600000001,4052
446,Mülhauserstrasse 123,47.5664707,7.576140799999999,4056
447,Chrischonastrasse 57,47.55995009999999,7.6034579,4058
448,Blauenstrasse 35,47.5548263,7.5733768,4054
449,Hirzbrunnenschanze 6,47.5669565,7.6154924,4058
450,Oberwilerstrasse 80,47.5481851,7.576654500000001,4054
451,"Rebgasse 12, 14",47.5610063,7.5935539,4058
452,Bäumlihofstrasse 177,47.5662943,7.619211,4058
453,Bernerring 1,47.5462174,7.5750023,4054
454,Paradieshofstrasse 64,47.549886,7.559508800000001,4054
455,Furkastrasse 61,47.54841769999999,7.561461399999999,4054
456,Riehenstrasse 167,47.5657192,7.6068243,4058
457,Rufacherstrasse 84,47.5600399,7.5678626,4055
458,Bachlettenstrasse 76,47.548157,7.577571,4054
459,Unterer Batterieweg 129,47.53814550000001,7.586084899999999,4059
460,Drosselstrasse 29,47.5379804,7.588568100000001,4059
461,Alemannengasse 14,47.5578922,7.5992659,4058
